Area,AspectRation,Compactness,ConvexArea,Class
51581,2.03016691,0.700710841,52388,HOROZ
51604,1.864707439,0.727192483,52966,HOROZ
51610,2.138055143,0.682423421,52247,HOROZ
51617,2.042510944,0.697828464,52444,HOROZ
51639,2.155405293,0.680392001,52345,HOROZ
51641,1.957210821,0.711276809,52251,HOROZ
51650,2.050776628,0.695932035,52390,HOROZ
51653,1.971997802,0.710260105,52258,HOROZ
51659,1.988870315,0.706390707,52433,HOROZ
51712,2.0494098,0.695623986,52345,HOROZ
51723,1.999259075,0.704635087,52482,HOROZ
51730,2.09721243,0.687503326,52366,HOROZ
51734,2.238302006,0.666383121,52451,HOROZ
51735,2.153906923,0.679236026,52307,HOROZ
51739,2.211735635,0.670866611,52348,HOROZ
51774,2.184571323,0.675792505,52512,HOROZ
51777,2.051217236,0.697581191,52587,HOROZ
51815,2.138660449,0.682082689,52523,HOROZ
51828,2.171040908,0.677542391,52624,HOROZ
51846,2.177177136,0.675759757,52443,HOROZ
51860,2.072820047,0.688730452,53096,HOROZ
51870,2.165409924,0.678994365,52550,HOROZ
51872,2.096811161,0.68768786,52603,HOROZ
51887,2.038403336,0.694801465,52740,HOROZ
51894,2.016632649,0.699725907,52605,HOROZ
51896,1.991442497,0.707584831,52526,HOROZ
51903,2.022993517,0.701333088,52611,HOROZ
51916,1.880331533,0.727951358,52500,HOROZ
51939,1.976133992,0.709829698,52530,HOROZ
51944,1.78014012,0.747175248,52613,HOROZ
51950,1.945243716,0.709188809,53086,HOROZ
51967,1.908204427,0.720846603,53127,HOROZ
51967,1.88856462,0.725805657,52697,HOROZ
51968,2.035352661,0.699631573,52607,HOROZ
51977,2.201068015,0.670722549,52622,HOROZ
51978,1.995472848,0.705824736,52780,HOROZ
51988,1.939574199,0.715291008,52690,HOROZ
51994,2.215644669,0.670987076,52783,HOROZ
52000,1.919430727,0.719262187,52644,HOROZ
52004,2.022776114,0.699623526,52771,HOROZ
52025,2.048602065,0.692107822,53596,HOROZ
52033,2.314484199,0.654218561,52820,HOROZ
52045,2.111318359,0.686748724,52714,HOROZ
52058,2.153991138,0.678404704,52903,HOROZ
52085,2.016741221,0.703402437,52484,HOROZ
52086,2.136901223,0.681719679,53129,HOROZ
52096,2.334599045,0.653267737,52770,HOROZ
52097,1.783877545,0.734782045,54156,HOROZ
52103,2.020094046,0.701947782,52684,HOROZ
52107,2.320858751,0.65499754,53645,HOROZ
52108,2.188856248,0.67452637,52662,HOROZ
52130,1.995298515,0.705997783,52581,HOROZ
52141,2.123632664,0.68332158,52815,HOROZ
52148,2.224309486,0.669617425,52885,HOROZ
52150,2.158398702,0.680159459,52747,HOROZ
52151,2.077477123,0.692979302,52608,HOROZ
52153,1.959114131,0.712714637,53049,HOROZ
52161,2.132353302,0.680089275,52893,HOROZ
52169,2.043708125,0.698703648,52592,HOROZ
52196,2.08329854,0.69112234,52904,HOROZ
52199,2.201827127,0.671862297,52840,HOROZ
52203,1.943905831,0.715429752,52821,HOROZ
52203,2.156577375,0.679204637,52663,HOROZ
52204,1.994049554,0.705574271,52929,HOROZ
52213,2.030815116,0.700160257,52846,HOROZ
52238,2.008804501,0.703997527,52775,HOROZ
52266,2.003442886,0.703826614,53045,HOROZ
52266,1.931859793,0.717412104,52802,HOROZ
52266,2.103268474,0.688834672,52856,HOROZ
52268,2.177601694,0.676227866,52860,HOROZ
52271,1.998453837,0.70633056,52915,HOROZ
52271,1.779469043,0.732594839,54321,HOROZ
52272,2.191983121,0.673436438,52913,HOROZ
52286,1.955376074,0.711655627,53563,HOROZ
52288,2.175325809,0.677117179,52904,HOROZ
52293,1.902081718,0.707180376,55421,HOROZ
52313,1.862019637,0.732188358,53085,HOROZ
52319,1.964366455,0.712049881,52908,HOROZ
52319,2.006239244,0.705100641,53079,HOROZ
52323,2.158712878,0.678519602,52911,HOROZ
52348,2.132139057,0.683159365,52753,HOROZ
52353,1.982397546,0.700306268,54198,HOROZ
52379,2.159310164,0.678513672,52862,HOROZ
52388,1.864273632,0.729944242,53003,HOROZ
52398,1.925585006,0.719832536,53028,HOROZ
52403,2.082674693,0.69010819,53217,HOROZ
52417,2.040644386,0.698844861,53096,HOROZ
52423,2.182671159,0.674724953,53020,HOROZ
52425,2.066285707,0.693092179,53067,HOROZ
52425,1.971916715,0.710633581,53064,HOROZ
52437,2.117951072,0.686254927,52928,HOROZ
52443,2.046360021,0.696740997,53048,HOROZ
52452,1.721217262,0.755298208,53647,HOROZ
52461,2.041211658,0.698302622,53069,HOROZ
52462,1.985397432,0.70812842,53123,HOROZ
52481,1.973276411,0.707356791,53276,HOROZ
52487,2.1155784,0.685454475,53280,HOROZ
52489,2.241778964,0.666774818,53125,HOROZ
52502,1.815524956,0.739213829,53247,HOROZ
52546,1.904334207,0.723083397,53222,HOROZ
52559,2.107890618,0.686979223,53180,HOROZ
52563,2.132790764,0.683695616,53213,HOROZ
52569,2.075027537,0.686468948,54253,HOROZ
52593,1.966251354,0.711167515,53257,HOROZ
52612,1.771862114,0.743868228,53606,HOROZ
52614,2.079852996,0.690278652,53287,HOROZ
52617,2.318707056,0.655159658,53242,HOROZ
52645,2.067451815,0.694054185,53307,HOROZ
52647,2.19765565,0.673474857,53197,HOROZ
52687,2.09314078,0.689491018,53290,HOROZ
52692,2.107469677,0.687334916,53308,HOROZ
52736,2.156670126,0.680171501,53205,HOROZ
52741,2.198229662,0.673066762,53339,HOROZ
52743,2.075853686,0.691566894,53447,HOROZ
52744,1.905333838,0.715579976,54355,HOROZ
52744,2.241848521,0.664338739,53485,HOROZ
52751,1.917010713,0.720376634,53584,HOROZ
52762,1.992232816,0.707260716,53405,HOROZ
52764,2.077671657,0.69265785,53332,HOROZ
52772,1.936547443,0.717006464,53505,HOROZ
52784,2.180574851,0.676099395,53295,HOROZ
52794,2.245587255,0.666289328,53422,HOROZ
52801,2.159034222,0.679509271,53390,HOROZ
52812,2.066037824,0.68744885,54026,HOROZ
52831,1.987523453,0.707808697,53378,HOROZ
52856,2.139220258,0.682653992,53359,HOROZ
52864,2.008671818,0.704754245,53386,HOROZ
52874,2.055485639,0.696201797,53584,HOROZ
52875,2.136070548,0.682729911,53456,HOROZ
52881,2.092850718,0.69032494,53316,HOROZ
52881,2.068533416,0.69376413,53366,HOROZ
52887,2.110237117,0.687433671,53460,HOROZ
52889,2.121298496,0.685299656,53587,HOROZ
52907,1.952832567,0.712673929,53810,HOROZ
52912,1.978937308,0.707209429,53708,HOROZ
52921,1.965030183,0.712105199,53640,HOROZ
52922,2.128146282,0.681449887,53803,HOROZ
52923,2.132643149,0.683207828,53539,HOROZ
52936,2.07865628,0.692585213,53513,HOROZ
52942,1.915565997,0.710418643,55205,HOROZ
52948,2.025645507,0.700922735,53826,HOROZ
52961,1.916401164,0.713361222,54429,HOROZ
52964,2.067593037,0.693596182,53536,HOROZ
52968,2.219037605,0.669816881,53585,HOROZ
52974,2.034891647,0.699693918,53513,HOROZ
52983,2.001631581,0.704852697,53699,HOROZ
52990,2.006434873,0.70475087,53678,HOROZ
52994,2.163691242,0.678848393,53608,HOROZ
52995,2.20964222,0.671579368,53658,HOROZ
52999,1.975695642,0.710531076,53586,HOROZ
53002,2.15834738,0.67866628,53702,HOROZ
53008,1.887769989,0.725309766,53677,HOROZ
53009,2.078675997,0.691986892,53622,HOROZ
53012,2.194577441,0.672854187,53660,HOROZ
53027,2.080115684,0.691533424,53644,HOROZ
53032,1.95756114,0.705054291,55428,HOROZ
53037,1.92122204,0.716425542,53893,HOROZ
53042,1.900970451,0.722578808,53863,HOROZ
53053,1.986510273,0.707508601,53506,HOROZ
53054,2.012312346,0.698216937,54176,HOROZ
53069,2.053257401,0.696244896,53741,HOROZ
53081,1.999708249,0.704652433,53738,HOROZ
53119,2.187772659,0.673941564,53819,HOROZ
53121,2.24131646,0.665943363,53903,HOROZ
53160,2.106043977,0.687980894,53646,HOROZ
53164,2.211648742,0.670571213,53706,HOROZ
53171,1.965817606,0.710475176,53900,HOROZ
53174,1.607716913,0.786689164,53778,HOROZ
53174,1.914136344,0.718949941,53848,HOROZ
53179,2.02491117,0.700476063,53744,HOROZ
53181,2.222326185,0.666668717,54343,HOROZ
53196,1.951029728,0.714661574,53781,HOROZ
53218,2.097807246,0.68875734,53831,HOROZ
53221,1.858724747,0.725525428,54412,HOROZ
53226,2.030552522,0.698241734,53942,HOROZ
53228,2.125079245,0.68449442,53905,HOROZ
53240,2.137128448,0.682539507,53846,HOROZ
53256,1.876519589,0.726509164,53850,HOROZ
53279,2.171373533,0.676880806,53983,HOROZ
53281,1.981145302,0.708077037,54004,HOROZ
53290,1.933037082,0.717738199,53948,HOROZ
53306,2.045208594,0.695676424,53951,HOROZ
53316,2.107097603,0.687793033,54000,HOROZ
53325,2.068742718,0.691613272,54155,HOROZ
53361,1.991896292,0.704440527,54294,HOROZ
53367,2.077174584,0.692621691,54010,HOROZ
53370,1.720405398,0.757167043,54303,HOROZ
53382,1.710670716,0.755041123,54762,HOROZ
53388,2.11352497,0.685483289,54005,HOROZ
53404,2.120139165,0.68477858,54169,HOROZ
53408,2.031048368,0.700327265,54003,HOROZ
53434,1.981340873,0.70950273,54145,HOROZ
53444,2.248306693,0.663417826,54336,HOROZ
53447,2.020980425,0.701203638,54285,HOROZ
53473,1.781647458,0.746624475,54218,HOROZ
53480,2.051255346,0.695501214,54215,HOROZ
53491,2.108957627,0.684552631,54208,HOROZ
53495,2.06192971,0.694939416,54205,HOROZ
53505,2.05070082,0.695431792,54350,HOROZ
53508,2.046446447,0.696996859,54140,HOROZ
53527,2.253958782,0.665329746,54321,HOROZ
53533,2.058437026,0.695273433,54205,HOROZ
53544,1.903881639,0.721589595,54466,HOROZ
53562,1.95759717,0.711863472,54407,HOROZ
53566,1.857393187,0.728623462,54665,HOROZ
53574,2.077501168,0.69134241,54126,HOROZ
53576,2.309346397,0.656622282,54159,HOROZ
53606,1.919548101,0.718982619,54298,HOROZ
53607,2.166948175,0.678376874,54178,HOROZ
53611,2.191857238,0.672507909,54416,HOROZ
53624,2.136970274,0.681058764,54374,HOROZ
53639,1.916123429,0.716089762,54561,HOROZ
53645,2.044024302,0.695638709,54346,HOROZ
53651,2.206768802,0.672123112,54216,HOROZ
53663,2.084254184,0.690417457,54314,HOROZ
53679,2.085565019,0.691692176,54238,HOROZ
53679,1.808331661,0.737678409,54804,HOROZ
53684,1.921881287,0.71636515,54390,HOROZ
53706,1.976742227,0.709711619,54483,HOROZ
53709,1.84295084,0.724599556,55433,HOROZ
53715,2.178457944,0.676514264,54528,HOROZ
53726,1.99922687,0.704532675,54515,HOROZ
53743,2.268903048,0.661705151,54333,HOROZ
53746,2.137493438,0.682009963,54488,HOROZ
53759,1.821103556,0.738782095,54419,HOROZ
53763,1.972459241,0.709061419,54620,HOROZ
53775,1.843808594,0.734737529,54244,HOROZ
53791,2.023583711,0.701303428,54510,HOROZ
53795,2.123252408,0.682412299,54602,HOROZ
53799,2.049265453,0.695123051,54615,HOROZ
53802,2.027531904,0.699259892,54493,HOROZ
53811,1.976697317,0.709929222,54433,HOROZ
53816,2.098248873,0.688688838,54501,HOROZ
53855,2.180507214,0.67586332,54371,HOROZ
53862,2.0918096,0.684246176,55223,HOROZ
53866,2.175752614,0.676502088,54788,HOROZ
53870,2.13529603,0.682868124,54437,HOROZ
53929,2.10298359,0.687751723,54506,HOROZ
53931,1.925965735,0.718756854,54651,HOROZ
53933,1.917498191,0.714462749,54931,HOROZ
53937,2.022861247,0.694122985,55245,HOROZ
53945,2.083745535,0.691714372,54488,HOROZ
53957,2.079111868,0.690837168,54461,HOROZ
53966,2.233214747,0.668438824,54454,HOROZ
53978,1.932803616,0.71599023,54949,HOROZ
53983,2.297220875,0.65893771,54549,HOROZ
54010,2.067509052,0.693123442,54525,HOROZ
54018,1.909953426,0.717194752,55477,HOROZ
54037,1.935435028,0.716045851,54819,HOROZ
54037,2.01050144,0.698626014,55561,HOROZ
54040,1.861006263,0.731084309,54684,HOROZ
54040,1.848235669,0.730523281,54979,HOROZ
54044,2.194533852,0.672533156,54889,HOROZ
54046,1.882847992,0.719642205,55750,HOROZ
54049,1.921517838,0.718214805,54801,HOROZ
54064,1.630453396,0.774475304,55194,HOROZ
54070,2.212623563,0.670516315,54728,HOROZ
54082,2.027171577,0.698116108,54939,HOROZ
54085,2.195486777,0.67298543,54839,HOROZ
54088,2.105143789,0.687691453,54923,HOROZ
54095,2.111382514,0.686108926,55099,HOROZ
54096,2.184623019,0.673861523,54749,HOROZ
54100,2.192428925,0.67427272,54802,HOROZ
54113,2.068441347,0.693221098,54822,HOROZ
54114,1.932144127,0.717963089,54793,HOROZ
54128,2.153960227,0.680098402,54850,HOROZ
54130,2.05628002,0.695201186,54934,HOROZ
54133,1.865499631,0.729357882,54855,HOROZ
54143,2.071431632,0.693016151,54773,HOROZ
54147,2.104458205,0.687838286,54671,HOROZ
54150,2.115766255,0.685234451,54872,HOROZ
54150,2.137815979,0.681576395,54996,HOROZ
54154,2.092342611,0.689822851,54745,HOROZ
54160,1.722028791,0.75144569,55623,HOROZ
54165,2.194337124,0.671123372,55104,HOROZ
54180,2.172295333,0.675660217,55014,HOROZ
54186,2.061979276,0.694750782,54886,HOROZ
54187,2.000291634,0.70428205,54828,HOROZ
54195,2.056304299,0.69635983,54845,HOROZ
54195,2.159893857,0.678884072,54881,HOROZ
54221,2.087238863,0.691104593,54903,HOROZ
54224,1.967173698,0.711747029,54797,HOROZ
54261,2.052523256,0.696286563,54940,HOROZ
54267,1.772791828,0.749278365,54913,HOROZ
54282,2.109920923,0.687447446,55029,HOROZ
54287,2.144372757,0.681874988,54875,HOROZ
54306,1.954003704,0.702260427,56858,HOROZ
54312,2.133423038,0.682618507,54923,HOROZ
54313,1.922799292,0.716981407,55100,HOROZ
54314,1.924332675,0.713090545,56010,HOROZ
54315,1.808829559,0.734903487,55554,HOROZ
54318,1.84396369,0.724497599,56406,HOROZ
54338,1.912577316,0.719200327,55025,HOROZ
54338,2.041581059,0.693215691,55387,HOROZ
54340,2.103773286,0.686566161,55162,HOROZ
54349,2.111998571,0.685969034,55056,HOROZ
54349,1.95094943,0.713658556,54969,HOROZ
54358,2.132825118,0.67383028,56614,HOROZ
54366,2.19002672,0.674704935,54925,HOROZ
54379,1.98007223,0.708683301,55013,HOROZ
54385,2.003204408,0.704510376,55031,HOROZ
54388,2.118117377,0.679907476,55581,HOROZ
54388,2.188251173,0.67468554,55086,HOROZ
54390,1.943903637,0.716027612,55033,HOROZ
54398,2.130087309,0.682988481,55076,HOROZ
54403,1.964100826,0.705980607,56090,HOROZ
54413,2.07316539,0.693186645,54921,HOROZ
54413,2.131495339,0.683772701,55039,HOROZ
54417,1.981895797,0.70831174,55168,HOROZ
54421,2.006553494,0.700512438,55139,HOROZ
54434,2.189293087,0.671509327,55300,HOROZ
54435,2.000035838,0.703353999,55218,HOROZ
54438,2.16121177,0.678355429,55217,HOROZ
54447,2.003482985,0.704595405,54965,HOROZ
54447,1.84276429,0.723443556,56500,HOROZ
54455,2.200531917,0.672567838,55186,HOROZ
54460,1.992993989,0.707297347,55122,HOROZ
54471,2.064251571,0.695239893,54914,HOROZ
54471,1.925355299,0.718031881,55292,HOROZ
54485,2.099104435,0.681663029,56093,HOROZ
54486,2.177045955,0.677087055,54956,HOROZ
54488,2.095949245,0.686585197,55455,HOROZ
54503,1.964705174,0.712050213,55142,HOROZ
54508,2.347666241,0.651630803,55628,HOROZ
54515,1.913732358,0.71735311,55802,HOROZ
54530,2.207375445,0.670478637,55133,HOROZ
54542,2.084394586,0.690859315,55279,HOROZ
54556,1.819418302,0.732044213,56503,HOROZ
54580,1.828151583,0.736248136,55389,HOROZ
54591,1.926160005,0.71718395,55246,HOROZ
54592,2.072891953,0.693003773,55212,HOROZ
54600,2.043251223,0.698285737,55252,HOROZ
54605,2.000085191,0.705770163,55165,HOROZ
54608,2.026578654,0.701752349,55060,HOROZ
54609,1.86736512,0.730540048,55383,HOROZ
54620,2.066080373,0.694211467,55272,HOROZ
54625,2.08474222,0.690802063,55331,HOROZ
54628,2.140673625,0.679255032,55356,HOROZ
54637,2.112177365,0.685659134,55389,HOROZ
54643,2.048299664,0.695122423,55412,HOROZ
54651,1.955609459,0.713792205,55315,HOROZ
54666,1.986177116,0.705410762,55456,HOROZ
54672,2.143577969,0.682362345,55205,HOROZ
54689,1.981432254,0.709073595,55206,HOROZ
54704,2.05890004,0.694331093,55427,HOROZ
54711,1.992744741,0.707014465,55389,HOROZ
54717,2.040681188,0.696985545,55375,HOROZ
54722,2.17056379,0.677705982,55383,HOROZ
54768,2.203092733,0.672222569,55185,HOROZ
54781,2.047662806,0.697509885,55387,HOROZ
54781,1.989779684,0.707727713,55385,HOROZ
54785,2.094519629,0.687997982,55571,HOROZ
54791,1.836812498,0.735530132,55671,HOROZ
54792,2.069711728,0.692438368,55558,HOROZ
54818,1.986555259,0.707641821,55528,HOROZ
54821,2.160825284,0.678962016,55488,HOROZ
54825,2.102256013,0.687711928,55405,HOROZ
54854,2.175750536,0.676728277,55509,HOROZ
54860,1.947560574,0.714821626,55468,HOROZ
54861,1.851918477,0.730637644,55665,HOROZ
54865,1.990957704,0.703383276,56145,HOROZ
54878,2.10634658,0.687553746,55627,HOROZ
54881,1.959699488,0.711750197,55519,HOROZ
54885,2.078340426,0.691859278,55534,HOROZ
54888,1.949776812,0.712610925,55640,HOROZ
54919,2.134612252,0.681586582,55595,HOROZ
54942,2.104815197,0.685567359,55627,HOROZ
54949,2.142964933,0.681705461,55371,HOROZ
54954,1.697146303,0.760848733,56139,HOROZ
54960,1.949366584,0.714136688,55675,HOROZ
54982,1.980850199,0.709121649,55548,HOROZ
54983,2.011062859,0.702009432,55651,HOROZ
54987,2.277099916,0.65901011,55691,HOROZ
54991,1.80100248,0.741203007,55868,HOROZ
55013,1.877615772,0.726157806,55729,HOROZ
55017,2.166290833,0.677430059,55717,HOROZ
55019,2.160690112,0.677590206,55802,HOROZ
55035,2.046203366,0.697811456,55591,HOROZ
55039,2.091198019,0.68888495,55850,HOROZ
55046,2.014066286,0.702579295,55800,HOROZ
55054,1.978597186,0.705055174,56043,HOROZ
55080,2.205212397,0.671357639,55792,HOROZ
55086,2.095133614,0.688142448,55586,HOROZ
55103,1.588405926,0.790113968,55750,HOROZ
55106,1.954289649,0.712097552,55705,HOROZ
55127,2.145350752,0.681861073,55620,HOROZ
55132,2.143380907,0.682094075,55805,HOROZ
55136,2.10405217,0.688032113,55684,HOROZ
55138,2.09488347,0.687846659,55683,HOROZ
55145,1.846671127,0.724485451,56953,HOROZ
55148,2.119795133,0.685172816,55722,HOROZ
55152,1.959393797,0.713547833,55884,HOROZ
55175,2.358271756,0.649189479,55785,HOROZ
55177,1.735089859,0.74849929,56835,HOROZ
55232,2.073062911,0.693524191,55782,HOROZ
55241,2.019966031,0.701662835,55812,HOROZ
55243,1.918627558,0.71874167,55941,HOROZ
55245,1.789994871,0.742493447,56521,HOROZ
55246,1.872123967,0.73004939,55923,HOROZ
55248,2.073684279,0.693925929,55777,HOROZ
55259,2.27939517,0.660043609,55950,HOROZ
55261,2.011104857,0.702273086,55893,HOROZ
55272,2.15608794,0.680210259,55781,HOROZ
55275,2.046042925,0.696499578,55773,HOROZ
55277,2.11232953,0.686191518,55980,HOROZ
55300,2.042149343,0.698870569,56000,HOROZ
55308,2.084259747,0.690723293,56329,HOROZ
55310,1.812780419,0.73773438,56095,HOROZ
55314,2.031424718,0.700457811,55873,HOROZ
55319,2.031864647,0.698374114,55840,HOROZ
55325,1.901728217,0.721429463,56255,HOROZ
55333,2.156229092,0.679127197,55814,HOROZ
55352,1.904403022,0.72257291,56068,HOROZ
55365,1.961370445,0.709806083,56553,HOROZ
55374,1.982035139,0.708149705,56230,HOROZ
55381,1.867071633,0.731237666,55974,HOROZ
55382,1.901897791,0.721988625,55970,HOROZ
55388,2.092644068,0.688649157,56017,HOROZ
55405,2.077745482,0.692398844,56201,HOROZ
55412,2.345077704,0.65187098,55983,HOROZ
55423,2.082766624,0.691305619,56077,HOROZ
55428,2.085967354,0.689960706,56026,HOROZ
55430,2.003433802,0.692479541,58228,HOROZ
55459,2.056934942,0.696195531,56044,HOROZ
55466,2.240455618,0.666259749,56315,HOROZ
55473,1.98739437,0.704337911,56872,HOROZ
55474,2.04896185,0.697114611,56164,HOROZ
55475,2.039337129,0.697905673,56330,HOROZ
55487,1.816124735,0.73995939,56143,HOROZ
55488,2.101172437,0.686190811,56114,HOROZ
55502,1.971590197,0.710928165,56271,HOROZ
55505,1.993825612,0.705406219,56160,HOROZ
55532,1.970376454,0.710677724,56178,HOROZ
55538,2.159157831,0.677259225,56182,HOROZ
55539,2.007022614,0.698440901,56838,HOROZ
55547,2.025205636,0.700134184,56288,HOROZ
55552,2.138583508,0.682769441,56468,HOROZ
55559,1.916755281,0.720201645,56331,HOROZ
55573,1.91195244,0.714307836,57240,HOROZ
55605,2.211232956,0.67066499,56350,HOROZ
55612,2.121326343,0.683253807,56771,HOROZ
55616,1.849094046,0.732813527,56083,HOROZ
55617,1.989822503,0.706812551,56363,HOROZ
55647,1.995776692,0.706060904,56332,HOROZ
55654,2.111595014,0.686318715,56373,HOROZ
55668,1.942382371,0.715381191,56289,HOROZ
55672,2.238758758,0.667120441,56414,HOROZ
55689,1.929732371,0.716737469,56406,HOROZ
55695,2.010588607,0.704031983,56281,HOROZ
55701,2.100248879,0.6892314,56186,HOROZ
55702,2.102148106,0.688119247,56421,HOROZ
55703,2.099735016,0.686452497,56585,HOROZ
55703,2.109924649,0.68712051,56321,HOROZ
55705,1.884316671,0.724993232,56423,HOROZ
55706,2.290710286,0.659713871,56402,HOROZ
55718,1.690842118,0.758115373,57302,HOROZ
55720,1.920288303,0.714832263,56939,HOROZ
55735,1.903338288,0.723659402,56284,HOROZ
55736,2.076218572,0.693111537,56347,HOROZ
55741,2.011700774,0.703338669,56536,HOROZ
55747,2.084333161,0.689963895,56592,HOROZ
55749,1.995770964,0.707306271,56278,HOROZ
55758,2.130062524,0.68390979,56364,HOROZ
55758,1.858920781,0.730725961,56627,HOROZ
55760,2.128953551,0.684309992,56648,HOROZ
55779,1.868543822,0.729695074,56388,HOROZ
55789,1.993845288,0.70692291,56283,HOROZ
55798,2.107686911,0.688012712,56297,HOROZ
55823,2.13197405,0.68201283,56438,HOROZ
55829,1.965164341,0.707998527,56855,HOROZ
55838,2.234684389,0.667523162,56472,HOROZ
55842,1.770584302,0.740520874,58135,HOROZ
55846,1.993337626,0.706419595,56548,HOROZ
55847,1.792683261,0.744734848,56445,HOROZ
55860,2.150124977,0.680669593,56519,HOROZ
55877,1.939719225,0.715756805,56678,HOROZ
55878,2.284499444,0.658837593,56462,HOROZ
55884,2.007386687,0.702582317,56691,HOROZ
55941,2.009087325,0.704104017,56536,HOROZ
55953,1.981933521,0.705842577,56853,HOROZ
55976,2.137255682,0.681897946,56704,HOROZ
55987,1.867759298,0.726044497,56791,HOROZ
56056,1.958495682,0.713328413,56718,HOROZ
56063,2.096393364,0.68911563,56827,HOROZ
56069,1.952889788,0.714282715,56798,HOROZ
56104,1.987744597,0.707816483,56846,HOROZ
56116,1.997130771,0.706362223,57069,HOROZ
56137,1.971140878,0.710054785,56876,HOROZ
56154,1.904671301,0.720988235,56971,HOROZ
56161,2.126088845,0.683654148,56596,HOROZ
56178,2.038081854,0.698451064,56840,HOROZ
56192,1.966525987,0.711842871,56961,HOROZ
56232,2.007387755,0.704309313,56838,HOROZ
56247,2.163902257,0.675845881,57108,HOROZ
56248,1.988946598,0.706828114,56917,HOROZ
56290,1.634727881,0.772453222,58389,HOROZ
56301,2.241201297,0.664848202,57012,HOROZ
56305,1.857013128,0.728263842,57406,HOROZ
56313,1.900344099,0.722829144,56975,HOROZ
56318,2.04948496,0.696339401,57574,HOROZ
56329,1.761535202,0.745092699,58567,HOROZ
56334,1.92583848,0.718541802,57684,HOROZ
56337,2.164162735,0.677729832,56818,HOROZ
56392,1.907420273,0.720395392,57178,HOROZ
56404,1.761378689,0.743651956,58033,HOROZ
56407,1.870196752,0.722631286,57827,HOROZ
56413,1.978022848,0.709234393,57007,HOROZ
56433,1.991469546,0.702275247,57627,HOROZ
56437,1.911848577,0.72225832,57210,HOROZ
56437,1.973194035,0.710268126,57192,HOROZ
56450,2.081291311,0.691409055,57305,HOROZ
56462,2.227298635,0.666870981,57430,HOROZ
56476,2.056858636,0.695880379,57232,HOROZ
56484,1.965016997,0.710270589,57143,HOROZ
56514,1.964655704,0.708330012,57290,HOROZ
56522,2.00782636,0.70115205,57379,HOROZ
56526,1.89979049,0.71931015,57562,HOROZ
56536,2.291892678,0.658750208,57218,HOROZ
56539,1.883171357,0.724415892,57599,HOROZ
56570,1.87988984,0.726802532,57012,HOROZ
56596,2.145803749,0.681753801,57291,HOROZ
56606,1.922751371,0.719990582,57322,HOROZ
56612,2.137368504,0.681828938,57282,HOROZ
56612,1.975070293,0.709908573,57398,HOROZ
56614,2.022676616,0.70075194,57255,HOROZ
56638,2.026568323,0.697904925,57458,HOROZ
56688,2.14999431,0.680845797,57175,HOROZ
56706,1.935451376,0.716713448,57307,HOROZ
56724,2.031343353,0.701023324,57387,HOROZ
56731,2.056104281,0.695640353,57445,HOROZ
56733,1.815128289,0.739995799,57297,HOROZ
56759,2.163632909,0.678343127,57486,HOROZ
56761,2.187855307,0.674817096,57299,HOROZ
56784,2.075486794,0.692661005,57431,HOROZ
56821,2.060627287,0.695782638,57528,HOROZ
56839,1.97535458,0.709559314,57523,HOROZ
56846,2.032961423,0.699694264,57490,HOROZ
56849,2.33468045,0.653702952,57601,HOROZ
56860,2.120655519,0.685677908,57568,HOROZ
56866,2.095552539,0.686757832,58051,HOROZ
56872,2.190334565,0.672383926,57665,HOROZ
56889,2.020414096,0.700438647,57644,HOROZ
56899,1.964642167,0.710614967,57675,HOROZ
56905,1.985319383,0.702963617,58481,HOROZ
56906,2.117555741,0.686480765,57496,HOROZ
56915,1.954878473,0.706676589,58613,HOROZ
56932,1.9248903,0.717019354,57821,HOROZ
56936,2.089183683,0.687566066,57775,HOROZ
56978,2.074537778,0.690337498,57766,HOROZ
56981,2.107241977,0.687686324,58649,HOROZ
56987,1.906714186,0.723167767,57644,HOROZ
57011,1.993832777,0.705330571,57679,HOROZ
57015,2.112422061,0.684252737,57940,HOROZ
57016,1.919820821,0.720245166,57779,HOROZ
57027,2.070348938,0.692269679,57544,HOROZ
57029,2.065365428,0.694251467,57971,HOROZ
57030,2.2881469,0.658075619,57740,HOROZ
57037,1.99590805,0.703623224,57775,HOROZ
57055,1.785912475,0.733771214,59620,HOROZ
57062,2.050618364,0.696268665,57764,HOROZ
57074,1.884514318,0.723044228,58318,HOROZ
57104,2.096130197,0.68857496,57747,HOROZ
57106,1.971154104,0.707455306,58022,HOROZ
57109,2.275414734,0.662243068,57833,HOROZ
57109,2.155685455,0.679270966,58004,HOROZ
57115,2.188633224,0.673547548,57805,HOROZ
57121,2.042559699,0.698801798,57768,HOROZ
57126,2.198263203,0.669218229,58284,HOROZ
57128,2.16119863,0.67788444,57901,HOROZ
57128,1.981511644,0.70765926,57808,HOROZ
57134,1.874665218,0.72695407,57908,HOROZ
57140,1.976832111,0.707690612,58062,HOROZ
57141,1.863524556,0.728827119,58117,HOROZ
57150,2.156885043,0.67950022,57820,HOROZ
57164,1.722534493,0.757887684,58135,HOROZ
57189,1.941246911,0.712110697,57994,HOROZ
57193,1.960864545,0.699074577,59995,HOROZ
57217,2.078713333,0.691300996,58008,HOROZ
57229,1.918847753,0.72067665,57984,HOROZ
57230,2.137775534,0.682684133,57949,HOROZ
57273,1.827224188,0.736145652,58121,HOROZ
57282,2.087758757,0.689052848,58190,HOROZ
